REGISTERED VOTERS PER POLLING STATION FOR THE 2022 GENERAL ELECTION,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CountyCode,County Name,Const Code,Const.  Name,CAW Code,CAW Name,Reg. CentreCode,Reg. Centre Name,Polling Station Code,Polling Station Name Name,Registered Voters
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,029,EUGENE WAMALWA PRIMARY SCHOOL,026138068502907,EUGENE WAMALWA PRIMARY SCHOOL,627
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,030,ST. COLUMBUS PRIMARY SCHOOL,026138068503001,ST. COLUMBUS PRIMARY SCHOOL,620
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,030,ST. COLUMBUS PRIMARY SCHOOL,026138068503002,ST. COLUMBUS PRIMARY SCHOOL,620
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,030,ST. COLUMBUS PRIMARY SCHOOL,026138068503003,ST. COLUMBUS PRIMARY SCHOOL,6 19
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,031,KITALE VOCATIONAL TRAINING CENTER,026138068503101,KITALE VOCATIONAL TRAINING CENTE,498
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,031,KITALE VOCATIONAL TRAINING CENTER,026138068503102,KITALE VOCATIONAL TRAINING CENTE,498
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,031,KITALE VOCATIONAL TRAINING CENTER,026138068503103,KITALE VOCATIONAL TRAINING CENTE,497
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,032,TRANS NZOIA COUNTY SOCIAL HALL GROU,D026138068503201,TRANS NZOIA COUNTY SOCIAL HALL G,O   U  N   D            647
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,032,TRANS NZOIA COUNTY SOCIAL HALL GROU,D026138068503202,TRANS NZOIA COUNTY SOCIAL HALL G,O   U  N   D            646
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,032,TRANS NZOIA COUNTY SOCIAL HALL GROU,D026138068503203,TRANS NZOIA COUNTY SOCIAL HALL G,O   U  N   D            646
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,033,TRANS NZOIA PRIMARY SCHOOL,026138068503301,TRANS NZOIA PRIMARY SCHOOL,636
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,033,TRANS NZOIA PRIMARY SCHOOL,026138068503302,TRANS NZOIA PRIMARY SCHOOL,636
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,033,TRANS NZOIA PRIMARY SCHOOL,026138068503303,TRANS NZOIA PRIMARY SCHOOL,636
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,033,TRANS NZOIA PRIMARY SCHOOL,026138068503304,TRANS NZOIA PRIMARY SCHOOL,636
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,033,TRANS NZOIA PRIMARY SCHOOL,026138068503305,TRANS NZOIA PRIMARY SCHOOL,636
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,034,G.K. REMAND PRISON PRIMARY SCHOOL,026138068503401,G.K. REMAND PRISON PRIMARY SCHO,L                    6 41
026,TRANS NZOIA,138,SABOTI,0685,TUWANI,034,G.K. REMAND PRISON PRIMARY SCHOOL,026138068503402,G.K. REMAND PRISON PRIMARY SCHO,L                    6 41
026,TRANS NZOIA,138,SABOTI,0686,SABOTI,035,ACK GITUAMBA PRIMARY SCHOOL,026138068603501,ACK GITUAMBA PRIMARY SCHOOL,582
026,TRANS NZOIA,138,SABOTI,0686,SABOTI,035,ACK GITUAMBA PRIMARY SCHOOL,026138068603502,ACK GITUAMBA PRIMARY SCHOOL,582
026,TRANS NZOIA,138,SABOTI,0686,SABOTI,035,ACK GITUAMBA PRIMARY SCHOOL,026138068603503,ACK GITUAMBA PRIMARY SCHOOL,582
026,TRANS NZOIA,138,SABOTI,0686,SABOTI,036,ST. JOHN'S SIKINWA PRIMARY SCHOOL,026138068603601,ST. JOHN'S SIKINWA PRIMARY SCHOOL,540
026,TRANS NZOIA,138,SABOTI,0686,SABOTI,036,ST. JOHN'S SIKINWA PRIMARY SCHOOL,026138068603602,ST. JOHN'S SIKINWA PRIMARY SCHOOL,539
